City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nhulunbuy,-12.2333,136.7667,87.8,66,75,10.36,AU,1615525693
San Andrés,12.5847,-81.7006,78.8,83,40,12.66,CO,1615525463
Lebu,-37.6167,-73.65,55.4,83,0,14.29,CL,1615525696
Hermanus,-34.4187,19.2345,64.0,85,98,3.51,ZA,1615525697
Kamskoye Ustye,55.2016,49.268,1.4,71,0,6.71,RU,1615525697
Chokurdakh,70.6333,147.9167,-8.84,93,39,7.34,RU,1615525698
Laas,46.6166,10.7002,41.0,100,40,6.91,IT,1615525698
Sola,-13.8833,167.55,80.65,79,99,15.21,VU,1615525698
Sakakah,29.9697,40.2064,60.8,39,40,11.5,SA,1615525699
Darłowo,54.421,16.4107,39.0,94,50,23.89,PL,1615525699
Adrar,20.5022,-10.0711,60.01,34,4,13.22,MR,1615525700
Saint Paul Harbor,57.79,-152.4072,28.4,54,90,6.91,US,1615525709
Carballo,43.213,-8.691,44.01,100,40,6.91,ES,1615525709
Ostrovnoy,68.0531,39.5131,9.36,89,28,31.07,RU,1615525710
Puerto Madryn,-42.7692,-65.0385,67.75,40,85,13.38,AR,1615525710
Kruisfontein,-34.0033,24.7314,66.0,84,83,3.0,ZA,1615525711
Russell,32.3502,-85.1999,55.4,87,1,3.11,US,1615525713
Koslan,63.4564,48.8989,8.4,90,95,10.27,RU,1615525715
Pozoblanco,38.3791,-4.8483,42.8,100,0,2.3,ES,1615525716
Xining,36.6167,101.7667,54.82,12,95,2.59,CN,1615525719
Arroyo de la Encomienda,41.6096,-4.7969,48.0,87,40,11.5,ES,1615525719
Rojhan,28.6868,69.9534,79.9,32,97,22.53,PK,1615525720
Ambalavao,-21.8333,46.9333,67.15,86,91,4.16,MG,1615525721
Byron Bay,-28.65,153.6167,77.0,83,75,10.36,AU,1615525721
Abalak,58.1286,68.5944,-7.28,95,99,6.69,RU,1615525725
Avarua,-21.2078,-159.775,80.6,74,20,5.75,CK,1615525734
Navrongo,10.8956,-1.0921,80.96,44,81,2.28,GH,1615525736
Manakara,-22.1333,48.0167,78.53,76,47,2.39,MG,1615525738
Statesboro,32.4488,-81.7832,57.2,87,1,7.11,US,1615525746
Hobyo,5.3505,48.5268,79.92,74,30,14.61,SO,1615525751
Bangsund,64.3968,11.3949,28.96,94,77,10.25,NO,1615525751
Scarborough,54.2797,-0.4044,39.99,84,42,5.99,GB,1615525571
Valparaíso,-33.0393,-71.6273,61.0,68,93,8.37,CL,1615525580
São Geraldo do Araguaia,-6.4006,-48.555,72.14,96,100,1.81,BR,1615525752
Chara,56.9064,118.2631,33.39,85,100,6.42,RU,1615525752
Tiksi,71.6872,128.8694,-9.62,85,100,26.75,RU,1615525752
Severo-Kuril'sk,50.6789,156.125,24.19,79,87,30.51,RU,1615525753
Sindor,62.8629,51.8905,7.39,88,100,9.19,RU,1615525753
Najrān,17.4924,44.1277,59.0,25,0,4.61,SA,1615525754
Kasongo-Lunda,-6.4667,16.8167,71.35,96,96,0.22,CD,1615525755
Kavieng,-2.5744,150.7967,84.11,63,45,4.25,PG,1615525756
Jizan,17.3333,42.6667,77.0,83,0,2.3,SA,1615525756
Alyangula,-13.8483,136.4192,91.4,58,75,6.91,AU,1615525757
Quatre Cocos,-20.2078,57.7625,82.0,83,75,11.5,MU,1615525765
San Cristobal,7.7669,-72.225,64.26,91,84,2.19,VE,1615525767
Bengkulu,-3.8004,102.2655,77.86,81,99,10.33,ID,1615525769
Gurlan,41.8447,60.3919,32.0,74,90,25.32,UZ,1615525771
Nyurba,63.2842,118.3319,19.11,89,100,3.67,RU,1615525777
Umluj,25.0213,37.2685,78.3,47,0,3.85,SA,1615525781
Port-Cartier,50.0334,-66.8654,34.0,100,90,14.97,CA,1615525783
Balyqshy,47.0667,51.8667,6.8,66,0,11.18,KZ,1615525785
Sorong,-0.8833,131.25,81.73,76,84,4.12,ID,1615525787
Tasiilaq,65.6145,-37.6368,23.0,80,90,9.22,GL,1615525595
Labranzagrande,5.5622,-72.575,67.32,75,76,2.8,CO,1615525791
Thurles,52.6819,-7.8022,37.0,90,86,5.01,IE,1615525793
Pontianak,-0.0333,109.3333,89.6,62,75,4.61,ID,1615525795
Dunedin,-45.8742,170.5036,61.0,66,0,13.0,NZ,1615525797
Plettenberg Bay,-34.0527,23.3716,65.52,76,81,4.9,ZA,1615525799
Hasaki,35.7333,140.8333,63.0,63,75,3.44,JP,1615525748
Livingston,55.9029,-3.5226,39.2,87,75,11.5,GB,1615525803
Talas,38.6908,35.5538,24.8,74,40,2.3,TR,1615525805
Puksoozero,62.5903,40.6066,4.03,92,90,9.53,RU,1615525807
Pevek,69.7008,170.3133,-14.8,76,0,5.28,RU,1615525809
Port-Gentil,-0.7193,8.7815,80.73,81,100,5.32,GA,1615525813
Holmestrand,59.4876,10.3176,36.0,99,100,3.8,NO,1615525815
Faqirwali,29.4663,73.034,78.67,25,17,0.85,PK,1615525817
Deputatsky,69.3,139.9,-8.82,83,47,2.44,RU,1615525819
Colomi,-17.35,-65.8667,57.2,67,75,8.05,BO,1615525821
Tadine,-21.55,167.8833,78.24,75,100,16.02,NC,1615525823
Vila Franca do Campo,37.7167,-25.4333,53.6,87,75,6.91,PT,1615525825
Bara,10.3744,10.7288,76.08,41,86,5.44,NG,1615525829
Carbonia,39.1672,8.5222,48.2,100,0,6.91,IT,1615525831
Gravdal,68.1214,13.5031,31.3,68,89,14.12,NO,1615525833
Lorengau,-2.0226,147.2712,85.62,61,70,5.66,PG,1615525837
Priargunsk,50.3691,119.1012,32.41,79,0,8.93,RU,1615525842
Cabo San Lucas,22.8909,-109.9124,66.2,63,1,9.04,MX,1615525572
Salina Cruz,16.1667,-95.2,77.14,76,0,6.35,MX,1615525846
Buala,-8.145,159.5921,82.85,75,100,5.14,SB,1615525848
Karatau,43.1667,70.4667,46.94,45,95,2.01,KZ,1615525850
Saint-Joseph,-21.3667,55.6167,82.4,57,0,14.97,RE,1615525852
Shelburne,44.0787,-80.2041,42.01,75,1,19.42,CA,1615525854
Dikson,73.5069,80.5464,-15.54,93,100,29.01,RU,1615525856
Esperance,-33.8667,121.9,60.8,100,90,13.8,AU,1615525840
Cidreira,-30.1811,-50.2056,67.86,85,54,4.09,BR,1615525860
Tuktoyaktuk,69.4541,-133.0374,-0.4,78,90,20.71,CA,1615525862
Micheweni,-4.9667,39.8333,81.43,69,40,8.08,TZ,1615525864
Touros,-5.1989,-35.4608,75.2,88,20,3.44,BR,1615525866
Sobral,-3.6861,-40.3497,72.68,97,87,0.69,BR,1615525868
Shenjiamen,29.9576,122.298,52.75,81,13,18.25,CN,1615525870
Ghanzi,-21.5667,21.7833,72.14,60,86,1.28,BW,1615525872
Puerto Colombia,10.9878,-74.9547,77.0,83,0,18.41,CO,1615525686
Padre Paraíso,-17.0742,-41.4844,68.27,94,99,0.18,BR,1615525876
Cururupu,-1.8283,-44.8683,74.3,95,99,1.68,BR,1615525878
Talnakh,69.4865,88.3972,-23.15,96,100,12.59,RU,1615525880
Gornopravdinsk,60.05,69.9,-10.14,94,27,5.06,RU,1615525882
Los Llanos de Aridane,28.6585,-17.9182,64.4,72,90,8.05,ES,1615525884
Evanston,42.0411,-87.6901,46.0,65,1,5.75,US,1615525730
Khatanga,71.9667,102.5,-10.88,85,100,19.04,RU,1615525888
Luganville,-15.5333,167.1667,81.84,81,31,9.78,VU,1615525890
Bone,51.9669,12.1396,42.01,86,97,5.99,DE,1615525892
Surgut,61.25,73.4167,-16.6,63,0,4.47,RU,1615525894
Garoowe,8.4054,48.4845,69.85,71,34,9.15,SO,1615525869
College,64.8569,-147.8028,-5.8,64,40,1.54,US,1615525649
Santa Marta,11.2408,-74.199,80.01,74,6,13.0,CO,1615525712
Pemangkat,1.1667,108.9667,84.43,69,8,8.01,ID,1615525902
Shubarkuduk,49.1447,56.4872,-7.37,95,9,6.08,KZ,1615525904
Manjacaze,-24.7117,33.8828,74.44,90,27,3.13,MZ,1615525906
Princeton,25.5384,-80.4089,70.0,11,20,9.22,US,1615525908
Chapais,49.7834,-74.8492,30.2,86,90,18.41,CA,1615525910
Pochutla,15.7432,-96.4661,77.0,75,2,3.47,MX,1615525912
Gizo Government Station,-8.103,156.8419,84.61,72,59,6.42,SB,1615525914
Codrington,-38.2667,141.9667,81.1,36,38,7.99,AU,1615525916
Fukuechō,32.6881,128.8419,62.6,82,75,10.36,JP,1615525918
Nanortalik,60.1432,-45.2371,16.12,79,82,15.66,GL,1615525920
Dalian,38.9122,121.6022,50.0,57,40,8.95,CN,1615525922
Balaipungut,1.05,101.2833,86.0,58,40,4.36,ID,1615525924
Waipawa,-41.4122,175.5153,66.0,63,12,18.41,NZ,1615525926
Santa Cruz,30.4202,-9.5982,46.4,93,0,6.91,MA,1615525928
Durban,-29.8579,31.0292,69.8,94,75,2.3,ZA,1615525930
Athabasca,54.7169,-113.2854,24.8,68,100,4.61,CA,1615525932
Province of Modena,44.5,10.9,44.01,93,40,2.3,IT,1615525907
Saskatoon,52.1168,-106.6345,17.6,73,20,10.36,CA,1615525801
Yulara,-25.2406,130.9889,98.6,25,92,6.91,AU,1615525938
Cao Bang,22.6667,106.25,77.99,67,73,6.17,VN,1615525940
Baruun-Urt,46.6806,113.2792,40.26,28,0,5.12,MN,1615525942
Banda Aceh,5.5577,95.3222,87.17,61,91,6.51,ID,1615525945
Belaya Kholunitsa,58.84,50.8528,5.76,93,57,6.91,RU,1615525947
Yenagoa,4.9247,6.2642,76.98,92,97,3.74,NG,1615525951
Jalu,29.0331,21.5482,51.98,61,91,9.06,LY,1615525953
Sorsk,54.0033,90.2467,26.42,78,97,8.5,RU,1615525955
Kirakira,-10.4544,161.9205,82.8,80,99,3.0,SB,1615525957
Pavlodar,52.3,76.95,10.4,67,0,17.9,KZ,1615525959
Puro,12.4841,123.3827,78.75,78,99,19.51,PH,1615525961
Fortuna,40.5982,-124.1573,48.0,93,90,8.05,US,1615525963
Nuristan,35.3,70.8333,26.37,92,100,5.48,AF,1615525965
Murree,33.9073,73.393,64.99,59,100,7.0,PK,1615525967
Berlevåg,70.8578,29.0864,23.0,80,0,28.77,NO,1615525969
Ligayan,4.6533,119.4706,81.54,77,99,8.28,PH,1615525971
Ulladulla,-35.35,150.4667,73.4,88,75,2.3,AU,1615525975
Talara,-4.5772,-81.2719,76.77,80,100,9.78,PE,1615525976
Bonnyville,54.2668,-110.735,26.6,68,90,8.05,CA,1615525980
São Filipe,14.8961,-24.4956,69.31,70,45,9.62,CV,1615525982
Sitka,57.0531,-135.33,35.6,55,75,11.5,US,1615525984
Okhotsk,59.3833,143.3,8.62,70,0,17.38,RU,1615525986
Port Hardy,50.6996,-127.4199,44.6,61,90,8.05,CA,1615525988
Enniskerry,53.1925,-6.1692,37.99,92,99,22.95,IE,1615525990
Bambous Virieux,-20.3428,57.7575,82.0,78,40,11.5,MU,1615525992
Barbacena,-21.2258,-43.7736,66.0,99,21,1.74,BR,1615525994
Morinville,53.8001,-113.652,33.8,51,90,9.22,CA,1615525996
Samarai,-10.6167,150.6667,84.87,69,78,5.35,PG,1615525998
Ust-Tsilma,65.441,52.1498,8.76,87,98,8.63,RU,1615526000
Kiryat Gat,31.61,34.7642,59.0,100,34,18.54,IL,1615525862
Karratha,-20.7377,116.8463,93.22,48,2,13.44,AU,1615526004
Fort Nelson,58.8053,-122.7002,21.2,58,40,3.85,CA,1615526010
Asău,46.4333,26.4,32.0,57,97,6.26,RO,1615526012
Dzidzantun,21.25,-89.05,71.98,77,3,6.71,MX,1615526016
Isangel,-19.55,169.2667,80.42,71,61,13.29,VU,1615526019
Marsh Harbour,26.5412,-77.0636,69.89,68,1,20.51,BS,1615526021
Wenling,28.3669,121.36,66.99,65,44,3.0,CN,1615526023
Smirnykh,49.75,142.8333,27.57,65,22,12.8,RU,1615526025
Caravelas,-17.7125,-39.2481,73.24,90,54,5.99,BR,1615526027
Zyryanka,65.75,150.85,0.93,89,98,8.52,RU,1615526029
Vardø,70.3705,31.1107,19.4,79,75,32.21,NO,1615526031
Duluth,46.7833,-92.1066,30.2,59,1,21.85,US,1615525741
Longyearbyen,78.2186,15.6401,-0.4,60,20,18.41,SJ,1615526035
Zabid,14.1951,43.3152,81.21,43,0,4.63,YE,1615526037
Diadema,-23.6861,-46.6228,69.8,83,75,4.61,BR,1615526039
Tura,25.5198,90.2201,90.12,23,0,5.28,IN,1615526041
Mhango,-3.2833,32.85,63.45,76,8,2.71,TZ,1615526043
Charcas,23.1333,-101.1167,58.86,70,0,6.58,MX,1615526045
Narsaq,60.9167,-46.05,15.8,67,75,3.11,GL,1615526047
Mossamedes,-15.1961,12.1522,74.23,82,67,3.83,AO,1615526049
Eenhana,-17.4667,16.3333,77.0,47,3,5.75,NA,1615526003
Taoudenni,22.6783,-3.9836,61.7,36,0,16.55,ML,1615526054
Marawi,7.9986,124.2928,80.01,86,76,4.0,PH,1615526056
Chernyshevskiy,63.0128,112.4714,17.94,89,100,11.05,RU,1615526058
Njombe,-9.3333,34.7667,58.98,96,77,0.89,TZ,1615526060
Três de Maio,-27.7733,-54.24,60.8,82,0,5.75,BR,1615525931
Te Anau,-45.4167,167.7167,64.99,49,5,1.68,NZ,1615526066
Suicheng,33.8963,117.9331,56.26,59,31,4.94,CN,1615526068
Brooks,50.5834,-111.8851,28.0,79,30,3.44,CA,1615526070
Kouqian,43.6391,126.4578,42.12,77,95,2.98,CN,1615526072
Alghero,40.5589,8.3181,57.2,88,75,11.5,IT,1615526074
Rome,43.2128,-75.4557,50.0,62,90,16.11,US,1615526076
Clyde River,70.4692,-68.5914,-4.0,71,90,11.5,CA,1615526078
Ferrol,43.4832,-8.2369,48.99,100,40,6.91,ES,1615526080
Puerto Escondido,15.85,-97.0667,77.36,71,33,5.01,MX,1615526082
Pucara,-15.9803,-71.4606,39.11,77,100,5.1,PE,1615526084
San Policarpo,12.1791,125.5072,79.21,87,100,13.58,PH,1615526086
Dudinka,69.4058,86.1778,-23.82,92,99,19.35,RU,1615526088
Algiers,36.7525,3.042,39.2,93,0,3.83,DZ,1615525826
Gigmoto,13.7796,124.39,79.12,85,100,14.61,PH,1615526059
Nizwá,22.9333,57.5333,84.24,16,1,1.66,OM,1615526096
Envira,-7.3,-70.2167,70.92,98,100,1.63,BR,1615526096
Wajima,37.4,136.9,53.6,62,0,5.75,JP,1615526090
Alberton,46.8168,-64.0654,42.8,75,66,17.27,CA,1615526100
Mirny,62.5353,113.9611,23.38,86,100,13.24,RU,1615526102
Nayoro,44.3506,142.4578,37.9,62,0,9.37,JP,1615526104
Barabai,-2.5833,115.3833,91.81,55,79,3.06,ID,1615526106
Sisimiut,66.9395,-53.6735,15.57,89,98,6.58,GL,1615526110
Cedral,23.8,-100.7333,66.42,41,0,11.03,MX,1615526112
Sri Aman,1.2376,111.4621,87.8,74,40,2.3,MY,1615526114
Natal,-5.795,-35.2094,78.8,83,20,5.75,BR,1615526116
Ust-Nera,64.5667,143.2,-3.17,86,100,5.03,RU,1615526120
Mildura,-34.2,142.15,93.0,22,4,8.05,AU,1615526122
Esso,55.9333,158.7,21.63,82,100,6.98,RU,1615526124
Arbazh,57.6804,48.3065,4.1,95,38,6.78,RU,1615526131
Coyhaique,-45.5752,-72.0662,49.84,98,100,6.51,CL,1615526133
Payakumbuh,-0.2202,100.6308,82.33,72,95,1.99,ID,1615526135
Pilar,-9.5972,-35.9567,75.2,94,0,2.3,BR,1615526137
Cabra,37.4725,-4.4421,46.99,81,7,1.01,ES,1615526139
Christchurch,-43.5333,172.6333,64.99,52,1,10.36,NZ,1615525861
Mount Isa,-20.7333,139.5,96.8,28,40,8.05,AU,1615526143
Borazjan,29.2666,51.2159,77.0,22,75,18.41,IR,1615526147
Pimenta Bueno,-11.6725,-61.1936,71.04,98,100,2.37,BR,1615526149
Paamiut,61.994,-49.6678,17.22,80,100,1.92,GL,1615526151
Vanimo,-2.6741,141.3028,86.11,64,68,7.72,PG,1615526153
Waingapu,-9.6567,120.2641,84.25,72,92,7.38,ID,1615526155
San Quintín,30.4833,-115.95,52.9,68,8,4.59,MX,1615526159
Kroya,-7.6331,109.2461,86.72,65,43,5.21,ID,1615526161
Taksimo,56.3444,114.8794,25.77,83,100,2.39,RU,1615526163
San Patricio,28.017,-97.5169,72.0,94,90,23.02,US,1615526165
Faya,18.3851,42.4509,66.2,63,0,5.75,SA,1615526167
Pandharpur,17.6667,75.3333,91.98,13,0,8.88,IN,1615526169
Starkville,33.4504,-88.8184,62.6,82,1,4.61,US,1615526171
Lompoc,34.6391,-120.4579,42.8,87,40,3.44,US,1615526173
Denpasar,-8.65,115.2167,80.6,83,40,4.61,ID,1615526078
Kattivākkam,13.2167,80.3167,86.0,54,20,2.3,IN,1615526177
Arrondissement de Rochefort,45.9167,-1.0,48.2,76,75,13.8,FR,1615526179
Suntar,62.1444,117.6319,27.48,95,100,3.2,RU,1615526181
Orhangazi,40.4892,29.3089,37.4,80,75,1.7,TR,1615526183
Marrakesh,31.6315,-8.0083,44.6,87,0,5.75,MA,1615526185
Isla Aguada,18.7833,-91.4667,79.5,72,2,14.36,MX,1615526187
Atar,20.5169,-13.0499,58.41,36,44,5.5,MR,1615526189
Humaitá,-7.5061,-63.0208,73.0,99,100,2.13,BR,1615526191
Rio Grande,-32.035,-52.0986,67.89,80,45,2.75,BR,1615526193
Mānikpur,25.0667,81.1167,92.71,13,19,5.48,IN,1615526195
Sucúa,-2.4667,-78.1667,68.2,96,100,2.08,EC,1615526198
Makokou,0.5738,12.8642,70.03,99,100,2.19,GA,1615526200
Ducheng,23.2373,111.5317,79.07,64,99,0.76,CN,1615526202
Ananas,19.2466,-71.9557,65.05,95,3,3.02,HT,1615526204
Carauari,-4.8828,-66.8958,71.2,94,45,1.83,BR,1615526206
Comodoro Rivadavia,-45.8667,-67.5,64.4,42,0,13.8,AR,1615526208
Tabuk,17.4189,121.4443,83.39,58,90,4.07,PH,1615526210
Bac Lieu,9.285,105.7244,88.34,50,32,22.06,VN,1615526212
Salinópolis,-0.6136,-47.3561,77.63,85,100,4.7,BR,1615526216
Kampot,10.6167,104.1833,87.8,58,40,12.66,KH,1615526031
